hour,weekday,floor_int,temperature,occupancy,power
19,4,3,69.0026252657868,76,120.085702830926
19,4,4,69.9745201577946,33,95.7794174400915
18,4,1,68.6109267117684,64,122.166211216245
18,4,2,69.0664540290832,75,122.593628170434
18,4,3,69.1091371137042,58,135.145483482425
18,4,4,69.955309030961,25,110.365112701169
18,4,1,69.4267422860129,152,110.417511035688
18,4,2,69.9089580535889,120,108.399378400762
18,4,3,69.1587930723678,85,121.195423770667
18,4,4,70.0146029725367,44,96.435932270746
16,4,1,69.2297816360206,95,114.08942289828
16,4,2,69.1132986704508,71,107.544138700148
16,4,3,69.0346395137698,46,118.690619310219
16,4,4,70.0349353089624,13,96.6078220413765
16,4,1,68.3294132801524,81,123.571124477108
16,4,2,69.5904585520426,27,120.029276466958
16,4,3,68.8255032827688,12,131.293707060511
16,4,4,69.9489732080576,9,109.357589165884
15,4,1,68.3573398088154,168,112.393225511536
15,4,2,69.0685835838318,64,108.744055826683
15,4,3,68.8711438068124,45,119.877464619902
15,4,4,69.9384041611029,8,98.1761847306334
15,4,1,68.7602717750951,233,124.926965117775
15,4,2,69.1199971516927,89,122.445302191045
15,4,3,68.7524770026983,73,132.352621916827
15,4,4,69.8468341438138,19,112.415790040395
14,4,1,67.8249024842915,148,122.251452652563
14,4,2,69.0102975209554,94,118.485004841175
14,4,3,68.7384934536246,44,127.079044269369
14,4,4,69.8086924650231,26,106.521858735447
14,4,1,67.4308672955162,94,113.382387507037
14,4,2,68.7411130905151,68,107.370188117522
14,4,3,68.2311517360599,44,116.799553617253
14,4,4,69.7276394902443,8,96.5482112366881
13,4,1,67.8169182894523,83,86.1236724964692
13,4,2,68.6742925008138,67,79.8194155729725
13,4,3,68.6147709779961,31,91.1860822383896
13,4,4,69.7181419839664,16,70.3819746791851
13,4,1,66.7384782757675,75,92.1380049835425
13,4,2,67.9003192901611,57,86.4378041105811
13,4,3,68.7276024042174,23,94.0095259328082
13,4,4,69.6273657351124,4,77.2244686524209
12,4,1,66.6367205234996,50,79.4201275516825
12,4,2,68.2297139286995,30,70.8337171947642
12,4,3,68.4681701660156,13,79.06646051805
12,4,4,69.3863632824956,19,66.7066013406438
12,4,1,67.3173409177546,7,65.2589935556462
12,4,2,68.3549657185872,0,63.0678645110165
12,4,3,68.2150219318479,0,71.0242496405845
12,4,4,69.2184357156559,4,57.077325608785
11,4,1,66.4776931771061,1,51.4694161623484
11,4,3,67.6281273198682,0,58.0614820335177
11,4,4,69.1810263808893,2,43.7858226762037
11,4,2,68.1330232143402,0,42.9118489301763
11,4,3,67.8869047386702,0,51.1122122503293
11,4,4,69.2823132106236,0,36.7790097090474
10,4,1,66.9469862820809,0,47.1772132872939
10,4,2,67.7771539370219,0,44.9624254161827
10,4,3,67.7576065063477,0,53.1491268275058
10,4,1,66.9971800352398,0,48.0240182233174
10,4,3,67.8400673977164,0,53.5547216593768
10,4,4,69.2572726814114,1,39.1988845073574
9,4,1,67.6216179027892,1,35.8764591415675
9,4,3,68.1449309504309,1,41.271428100401
7,4,1,67.7528659084387,0,34.7495233070076
7,4,3,68.1267653176951,3,41.5083248492883
6,4,1,67.7305992528012,7,55.3954486208968
6,4,2,67.8760210037231,2,52.4691265081055
6,4,3,68.2013547808625,0,60.1398438091564
6,4,4,69.3620720688178,0,45.2782091840927
5,4,1,67.3153969614129,7,45.8344862461963
5,4,2,68.3395456314087,3,44.5131637843733
5,4,3,68.6193030379539,0,52.7176033724681
5,4,1,68.3914957548443,4,57.2035496425233
5,4,2,68.9843521753947,3,57.2515477949637
5,4,3,68.9435252699741,2,65.2975978621107
5,4,4,69.40524035084,0,47.9675336333748
4,4,1,67.3165946425053,9,94.7164868701657
4,4,2,68.8416665712992,3,96.8900413188094
4,4,3,68.8532802448716,5,105.112418052333
4,4,4,69.3431796638333,1,86.3840880763892
3,4,1,67.4807634186326,8,69.9669488178333
3,4,2,69.0174328486125,16,72.6415122273611
3,4,3,68.3405603142672,10,81.6397285297571
3,4,4,69.7167738311145,0,63.4002712573565
2,4,1,68.5590485020688,8,69.6139808344597
2,4,2,69.4225448608398,24,74.077642387565
2,4,3,68.8245779968971,14,80.321420871187
2,4,4,69.7236616173569,3,62.2849149089598
2,4,1,67.6097901327568,12,70.1884363652498
2,4,2,68.1875067392985,24,70.6475667015475
2,4,3,69.1089314305505,17,77.6325888285355
2,4,4,69.743397148288,2,60.5794155097101
1,4,1,68.4452299151504,27,97.9172620441823
1,4,2,69.5913498560588,11,98.2951065717789
1,4,3,68.6949117571809,25,107.66230817858
1,4,4,69.7476146464445,1,86.7778178344015
1,4,1,68.5703031974926,49,90.0404932461388
1,4,2,68.8452280680338,22,89.4971128781035
1,4,3,68.7015482880348,54,96.9566859045299
1,4,4,69.7621187482561,1,76.8904233456415
23,3,1,68.8940281784325,50,77.5883165916312
23,3,2,69.0947783788045,34,83.8479614576208
23,3,3,68.7665254903394,17,89.34592907966
23,3,4,69.850214276995,6,68.560173228936
23,3,1,68.2478748706349,58,72.7878360270115
23,3,2,69.1711051305135,39,76.7018463289423
23,3,3,69.2812144700871,41,83.4650541545416
23,3,4,69.9182412283761,20,61.3682833240018
22,3,1,69.2326091297886,36,72.4444687097857
22,3,2,68.9774309158325,54,75.442238665797
22,3,3,68.7833459765412,30,82.8852234195801
22,3,4,69.9781259030712,9,60.4788057848637
22,3,1,69.227302618194,67,87.4420381057425
22,3,2,69.4389196077983,67,90.9396501588053
22,3,3,69.2258110489956,54,98.8113916286093
22,3,4,70.0390786930006,16,76.9394232323684
21,3,1,68.5983003984418,79,73.450468330906
21,3,2,69.3460078557332,59,78.848540844192
21,3,3,69.373063774996,49,85.5520418440865
21,3,4,70.0525531379544,24,61.7190613381099
21,3,1,69.4262610987613,57,91.2997240980912
21,3,2,69.1983246485392,53,95.7669072959397
21,3,3,69.2483029920001,45,106.562763347523
21,3,4,70.1374145819216,11,80.2067381917441
20,3,1,69.6750292861671,78,102.051660769881
20,3,2,69.4107892354329,84,102.115400557668
20,3,3,69.148158716601,72,114.249321110401
20,3,4,70.1277551456374,24,87.1434798138216
20,3,1,68.8988935069034,114,107.42154682285
20,3,2,69.1469506263733,87,106.573541394406
20,3,3,69.2563631368238,82,118.090836050425
20,3,4,70.0629066934391,31,93.2548901163391
19,3,1,69.0868495807313,150,93.1714456837508
19,3,2,69.2079638163249,75,91.5667154041003
19,3,3,69.0909422053847,59,102.981814899977
19,3,4,70.0125975316885,27,77.0924662291363
18,3,1,68.6020516345375,77,97.9125288284558
18,3,2,69.1084606170654,70,97.4192047605466
18,3,3,69.2522787049759,46,110.23557155201
18,3,4,69.9428877538564,15,82.6399983071897
17,3,1,69.2945118954307,112,110.537344874843
17,3,2,69.1078748703003,112,109.675666625408
17,3,3,69.1550070740456,68,122.948302699893
17,3,4,69.9320432701889,28,97.5735735852795
17,3,1,69.4186153746488,130,110.153119050578
17,3,2,68.438556098938,74,108.586711053416
17,3,3,68.8410202736078,66,122.255617612129
17,3,4,69.8851072350327,36,98.4471673023654
16,3,1,68.3170926027131,72,98.2174881722603
16,3,2,69.0267064412435,49,96.2040215414308
16,3,3,69.2683515770491,59,109.665472291614
16,3,4,69.869582818479,21,85.9916456936626
16,3,1,69.1438047174822,72,127.071919572219
16,3,2,68.7959120114644,40,123.46905525183
16,3,3,68.8767657169076,87,137.225806598784
16,3,4,69.8190953780194,22,113.337845736853
15,3,1,69.5113851313005,119,98.5319318505353
15,3,2,69.0416456858317,55,97.3290008226759
15,3,3,68.6910415028417,115,107.717195377627
15,3,4,69.7647048015984,42,85.8444930802798
15,3,1,68.6226251334475,84,110.94922117138
15,3,2,68.6546682039897,65,112.203838473128
15,3,3,68.9131362826325,71,120.69399075635
15,3,4,69.7776204323282,17,98.7116425700951
14,3,1,68.510960645843,71,108.133952623408
14,3,2,68.8812239964803,87,108.405847896065
14,3,3,68.967837888141,80,117.476173609204
14,3,4,69.7504297373246,14,95.2639107125578
12,3,1,68.1555754741033,31,71.8623671179521
12,3,2,68.8044237772624,22,67.8323150812066
12,3,3,68.3595156780509,13,75.6448575027753
12,3,4,69.4799253502671,12,64.4389086617739
12,3,1,69.1532218665407,2,50.6177558427298
12,3,3,68.2804983715678,2,56.8270991081517
12,3,4,69.2769400927485,6,42.5193018184655
11,3,1,68.9899291992188,1,61.5808337035414
11,3,2,69.0698374430338,1,58.2717401660339
11,3,3,68.315429310466,1,67.122612324747
11,3,4,69.2372378913724,3,52.3840885836398
11,3,1,68.1989678834614,1,44.7558874018578
11,3,3,67.8763414870861,0,50.5155978990806
11,3,4,69.363646371024,2,36.0095894398837
10,3,1,68.7954872532895,0,44.1900560073627
10,3,2,68.1870651245117,0,41.1633568436446
10,3,3,68.2917918271797,0,49.9388365144041
10,3,1,69.3111676667866,2,46.7663570794102
10,3,3,68.0601804422778,0,51.9768186700239
10,3,4,69.3599221365792,1,37.3706933022186
9,3,1,68.4667277754399,3,46.2074788126993
9,3,2,67.8605807622274,2,45.9848349080785
9,3,4,69.3650277585399,2,37.2999718244319
9,3,1,68.4147687878525,1,56.8710342846753
9,3,2,68.9707049051921,2,53.9986191169301
9,3,3,68.4162143884703,1,63.4898146761698
9,3,4,69.3757933013293,1,47.9373542614921
8,3,1,69.2152143779554,1,56.8677418977022
8,3,2,68.207519086202,1,53.7904264619574
8,3,3,68.2569524188374,1,63.0885171126283
8,3,4,69.3911673876704,1,47.7916850280308
8,3,2,68.7847885131836,1,20.5156666241382
7,3,1,68.3316385118585,3,23.3521251255952
7,3,1,68.6207412251255,0,45.3412810059235
7,3,2,68.4628130594889,0,41.6981556956162
7,3,3,68.4019636996957,3,51.5474479129334
6,3,1,69.3180823075144,2,56.9296863235068
6,3,2,68.5875067075094,1,53.4913402050734
6,3,3,68.6505806945091,3,64.3921183382045
6,3,4,69.5048791535047,1,47.9404982135748
6,3,1,69.1429138183594,4,58.8412633891276
6,3,2,69.2963920593262,0,54.653251741227
6,3,3,68.5333734113117,1,64.0297629296547
6,3,4,69.523331856241,4,49.0116250227147
5,3,1,68.385983333253,4,57.7162862169789
5,3,2,68.8323258082072,2,55.7738320167409
5,3,3,68.5571112300074,2,64.4453323183116
5,3,4,69.5084101618553,2,49.520885793143
5,3,1,69.1627209312037,9,59.5606128782965
5,3,2,68.6205340067546,1,58.862864212133
5,3,3,68.8544480079828,2,68.143577033683
5,3,4,69.5038452148438,2,51.2670836234174
4,3,1,69.4802987617359,5,56.2041377820206
4,3,2,68.44127146403,6,56.1220684760847
4,3,3,68.8541713093602,11,65.4495859569943
4,3,1,68.2484879075435,3,36.7318664799968
4,3,3,68.8438834256904,2,47.1603111898876
3,3,1,68.8931291814436,9,78.4005128599238
3,3,2,68.8022541364034,7,81.4162060057279
3,3,3,69.0404015030972,16,90.4342441175831
3,3,4,69.5689854524574,2,72.6098999887472
3,3,1,69.4656476472554,6,70.1950701752503
3,3,2,68.984428024292,16,74.3074224787124
3,3,3,68.6194131097128,16,82.4930160948134
3,3,4,69.8785660412847,2,64.5949267430115
2,3,1,68.9749042444062,10,88.6675610944512
2,3,2,69.1706025123596,14,92.9036175871151
2,3,3,69.0695675251096,30,101.294423511019
2,3,4,69.9064994344906,1,83.0593013733742
2,3,1,68.3342390896981,22,74.2021418990626
2,3,2,69.6349058787028,20,79.3829855694494
2,3,3,68.7055338704309,44,86.4157618233294
2,3,4,69.9445476921237,5,69.111367423262
0,3,1,69.6320069965563,39,103.193041794584
0,3,2,68.9904965082804,36,101.934505636455
0,3,3,68.9842703176099,46,106.9732015029
0,3,4,70.1312766561703,2,89.5354132335924
23,2,1,69.1986833538925,40,95.4968511955522
23,2,2,69.3407775243123,29,95.6627821409784
23,2,3,69.2438917381819,47,101.043554478238
23,2,4,70.1625848886918,14,81.1515986965969
23,2,1,69.4368846960235,37,101.811173752154
23,2,2,69.1665603637695,37,102.333700556512
23,2,3,69.2533047698265,58,108.353676514613
23,2,4,70.2428134217554,17,86.0721399185713
22,2,1,68.8336517601682,60,84.8582979029161
22,2,2,69.2039698282878,59,83.7143264560145
22,2,3,69.2479754603186,60,89.6736372212181
22,2,4,70.3193373388174,17,65.5699466548976
22,2,1,69.4363406666538,57,95.6848785229668
22,2,2,68.9927478790283,52,95.3233760171279
22,2,3,69.1666015358858,59,107.093254923966
22,2,4,70.4002869275151,20,79.1166200453881
21,2,1,70.1630105804979,31,106.948774240882
21,2,2,69.2691396713257,30,107.096768778953
21,2,3,69.4171642037325,32,117.940424008324
21,2,4,70.3917147578025,16,88.5832202719757
19,2,1,69.8215207551655,100,91.7007255440694
19,2,2,69.0481530507406,85,91.3149289703579
19,2,3,69.2987939257955,46,104.347418344376
19,2,4,70.154673050861,13,74.1561487944855
19,2,1,69.4157920971251,113,75.4848501553352
19,2,2,69.5574418067932,63,79.2646432788169
19,2,3,69.0583646020224,56,91.7789635616355
19,2,4,70.0997541777942,23,62.7370856154885
18,2,1,68.9704242505525,47,113.784497645916
18,2,2,69.2155320485433,82,115.509549333248
18,2,3,68.9291996179625,77,127.223573575844
18,2,4,70.0735493874063,23,99.7091160168638
18,2,1,69.7344029075221,75,110.649285211402
18,2,2,68.9430243810018,70,109.934147955326
18,2,3,69.0554802916771,60,121.470818069094
18,2,4,70.0325141439633,44,95.1410533441522
17,2,1,69.7963295652155,98,115.534154292225
17,2,2,68.9373798370361,81,114.55315652283
17,2,3,68.826255665269,83,126.203551392042
17,2,4,70.0065715556242,33,103.234851408168
17,2,1,68.926802384226,120,91.0156983981724
17,2,2,68.394400993983,90,90.5003694362822
17,2,3,68.7627793689107,78,98.7797006497858
17,2,4,69.96882909658,37,77.5238612673129
16,2,1,69.49908808658,71,91.4472831991734
16,2,2,69.3865500132243,48,89.9285019956296
16,2,3,68.9462011470351,46,98.3342377874651
16,2,4,69.9345211106904,16,76.4829458273598
16,2,1,69.8293040760776,136,92.4930248238379
16,2,2,68.5733809153239,96,90.6157405109843
16,2,3,68.8215321829153,81,100.454626677965
16,2,4,69.8355058942522,43,77.8366265592049
15,2,1,69.479801244903,207,77.4003257151344
15,2,2,68.7966623942057,76,76.0640015858808
15,2,3,68.8156917926877,68,86.1370135047473
15,2,4,69.8231638694296,35,63.40916710085
15,2,1,68.6596530445835,226,78.3371057674813
15,2,2,68.8880549748739,104,75.543536040379
15,2,3,68.8043842759243,84,85.1295573125244
15,2,4,69.7348822768854,18,63.4217764652858
14,2,1,69.4590758608099,89,78.8293231657008
14,2,2,68.1943282922109,54,76.5005850094603
14,2,3,68.5268566663875,35,86.3691786646668
14,2,4,69.706787109375,13,64.7830815721245
14,2,1,69.102454336066,86,82.4972836868546
14,2,2,68.6358249664307,62,84.2807546599943
14,2,3,68.5354230126669,44,92.4799086676503
14,2,4,69.6604987942443,10,71.8456627689302
13,2,1,68.1020774172063,121,80.7074526615615
13,2,2,67.9181354045868,73,80.3547483181756
13,2,3,68.2620673290519,42,87.5956698926457
13,2,4,69.5322175317881,24,68.9897303773323
13,2,1,68.1427502548486,67,86.7795520045911
13,2,2,68.5483113606771,60,87.5039105706965
13,2,3,67.9881408602692,43,94.2707676843856
13,2,4,69.4516836672413,7,75.1252737451578
12,2,1,68.1674508881151,30,75.4868012077059
12,2,2,68.3628793716431,8,69.917424934858
12,2,3,68.1345038303109,13,76.4337594879325
12,2,4,69.3142961774554,16,65.088853701076
12,2,1,67.5917111781606,6,58.2948333963577
12,2,2,67.4852256774902,1,57.2075084159442
12,2,3,67.7167592159537,0,65.2593038438645
12,2,4,69.1159154152384,1,51.6316415563342
11,2,1,68.3049856487073,0,34.1661899704923
11,2,4,69.0835045016542,5,27.9006984652224
11,2,1,67.6657936698512,0,43.7740328328
11,2,3,67.3896278558775,1,50.1962809467295
11,2,4,69.2130193904955,1,36.296553586064
10,2,2,67.4723580360413,1,19.6661924344298
10,2,1,68.3966998050087,0,54.9264542398159
10,2,2,68.5318640391032,1,52.1057955050492
10,2,3,67.0451734675918,0,60.3225946935709
10,2,4,69.219462569879,1,46.4541311021894
9,2,1,67.5746199791892,1,54.1886338220211
9,2,2,68.1826876958211,2,53.1836187924491
9,2,3,67.3545026113821,1,60.2345913498721
9,2,4,69.2286875199298,2,46.3085161042109
8,2,1,67.8778976641203,2,43.9345543466115
8,2,2,67.9663705190023,3,42.8338237861244
8,2,4,69.2595583857322,1,36.0706290183371
6,2,3,67.0435255516407,0,42.2795128903817
6,2,4,69.3255280475227,4,25.7211114502279
5,2,1,67.8681605824253,1,32.3868179753918
5,2,3,67.5708662521007,2,39.072884482317
4,2,1,67.8908966967934,4,52.7660403978953
4,2,2,68.5328114191691,1,52.7460410577187
4,2,3,67.6007884047752,4,60.3321242668317
4,2,4,69.3287071695133,2,45.3536695774819
3,2,1,68.8739417895936,2,44.0826640615487
3,2,2,67.7225927035014,2,43.1590011925218
3,2,3,67.6333179473877,2,50.6156157000587
3,2,1,68.4582435206363,3,53.0155997425027
3,2,2,67.8745748837789,3,51.7446863699879
3,2,3,67.6452994235726,1,59.1468616423081
3,2,4,69.3174784134845,1,45.712602239073
2,2,1,68.093379940903,4,53.169107961352
2,2,2,68.3024868647258,1,51.2984154011356
2,2,3,67.4398344616557,1,58.9102184642106
2,2,4,69.3755719710369,2,45.4264673398575
2,2,2,68.073908940951,1,40.743010395614
2,2,3,67.7958957760833,0,48.4463174417324
2,2,4,69.3715522921815,2,34.9756217749382
1,2,1,68.7960634064256,1,42.2724711475385
1,2,3,67.9955631965815,2,48.3233998041906
1,2,4,69.414663042341,2,34.9765753984466
1,2,1,68.2460965775607,1,53.2499987494666
1,2,2,68.3958463986715,1,51.2111738692038
1,2,3,67.5891815895258,1,58.8808660221111
1,2,4,69.4327133334413,1,45.3610459679912
0,2,1,69.1258472643401,6,52.3001460979867
0,2,2,68.3932631810506,0,50.8955812826462
0,2,3,67.9385836179866,0,58.7759873364412
0,2,4,69.4506544774892,4,45.1478616147069
0,2,1,68.8358097411039,2,53.815971316566
0,2,2,68.0793848673503,0,52.2414510629897
0,2,3,67.898862927459,0,60.178400034958
0,2,4,69.4888337582958,1,45.848093402019
23,1,1,68.5291457092553,1,31.8416867292253
23,1,3,68.0749569382779,0,38.8322077872872
23,1,1,69.420746318081,4,42.4503619511015
23,1,3,68.0334937073464,1,49.3474585362055
23,1,4,69.5307884994818,1,36.0154018560643
22,1,1,68.9189787078322,2,52.9868215955794
22,1,2,68.2681082646052,0,51.7677719651256
22,1,3,67.7847205760867,0,59.7976386200462
22,1,4,69.5718220302037,1,46.9777770042128
22,1,1,69.061626802411,1,41.7087019696628
22,1,3,68.2515477025232,1,48.1033360960864
22,1,4,69.5919822381467,1,36.5767995012429
21,1,1,69.6985630236174,5,31.2538194900117
21,1,4,69.5873261276557,3,26.0206042254722
21,1,1,68.5865073120385,3,53.1352577914658
21,1,2,68.3941452980041,1,50.5617731227248
21,1,3,67.8967991318814,1,58.7246887890506
21,1,4,69.582757054543,2,47.2366966039117
20,1,1,69.4317068133438,5,53.3380016343435
20,1,2,68.3231210072835,0,51.2808451574529
20,1,3,68.0743615793627,0,61.9654857869318
20,1,4,69.5253182236029,2,48.0948342121847
20,1,1,69.4340416757684,3,43.3770668918005
20,1,3,67.8915446525396,0,49.892111217152
20,1,4,69.4588014252332,2,37.9383779660711
19,1,1,68.4712688881054,4,43.0174564547779
19,1,3,67.9033640706262,0,49.1693811746954
19,1,4,69.4081191238092,6,37.2171855341585
19,1,1,69.2218694184956,1,46.9760782705052
19,1,3,67.8191126446391,1,53.8081509670956
19,1,4,69.3941901849241,1,41.0924361516445
18,1,1,68.8058578758909,0,57.8237764752121
18,1,2,68.8197242736816,0,55.7849260476069
18,1,3,67.6647495890773,0,65.2033062308328
18,1,4,69.3756367430395,2,52.5675838273601
18,1,1,68.8977111682557,4,54.3029641307658
18,1,2,67.883206431071,1,52.2611240964616
18,1,3,67.7735385894775,0,61.2994908007968
18,1,4,69.3603563114088,4,49.056068017293
17,1,1,69.2465817635519,2,54.7901075398258
17,1,2,67.6511643409729,1,53.3217924418568
17,1,3,67.6626206775044,0,62.5837099573982
17,1,4,69.3361821077308,2,49.2751985230134
17,1,1,68.4600146946154,0,46.8131207257902
17,1,3,67.5844643171444,0,54.1395907150218
17,1,4,69.3222997237225,2,40.2892489090373
16,1,1,69.0721186587685,0,52.1756367650232
16,1,2,68.6357980728149,1,50.0430588516756
16,1,3,67.5676982790925,0,59.3785148711468
16,1,4,69.290498772446,3,45.4233294228616
16,1,1,69.2495767024525,0,42.5064341539473
16,1,3,67.6295045364735,0,49.1513924760875
16,1,4,69.2837474589445,1,35.9532211789119
15,1,1,68.4376673782081,3,58.3174593306903
15,1,2,68.373011080424,1,55.9362439846445
15,1,3,67.6181834908419,1,63.582594591775
15,1,4,69.2680776946399,1,50.7482343620795
15,1,1,68.9262941594709,0,51.6038512609084
15,1,2,68.0464914321899,0,49.5676516369567
15,1,3,67.4357591673385,0,57.705187792395
15,1,4,69.2301884865274,0,44.7064208683732
13,1,1,68.4057866815935,0,43.5933581905556
13,1,3,67.4685891173607,1,49.629577205138
13,1,4,69.2496428976254,0,36.6789221919898
12,1,1,67.6477143137079,0,43.8063244257501
12,1,2,67.3145354588826,1,41.6944615842222
12,1,3,66.9837749170702,0,49.6199994168855
12,1,2,67.4928894678752,1,33.4799526373827
12,1,3,66.8802734641142,1,41.2719490730815
11,1,1,67.6017830162718,0,42.171620052919
11,1,2,67.1288212458293,1,40.9885433715826
11,1,3,66.7465217945188,1,49.0245708826697
11,1,1,67.5620812533195,0,22.2847060443019
10,1,1,67.5700499551338,0,58.3929543443373
10,1,2,68.375076007843,1,56.6550756894867
10,1,3,67.2200855876124,0,64.4839761977491
10,1,4,69.1723067614497,0,50.916905768885
10,1,1,67.3532476927105,0,45.4391489540212
10,1,3,66.959923289543,0,51.5553482913747
10,1,4,69.1793141267738,2,37.8052585145851
9,1,1,67.7615980851023,1,22.7572750370673
7,1,1,67.490518268786,0,55.0902558952221
7,1,2,67.6985534667969,1,53.2332457807497
7,1,3,67.2390931595204,0,61.0025969604903
7,1,4,69.1832371925821,0,47.4052805445099
7,1,1,67.9733249597382,0,49.8618279818184
7,1,2,68.3747751871745,1,45.7020232849027
7,1,3,67.2697464698969,0,53.4893780847924
6,1,1,67.4650591130842,1,49.3821996449842
6,1,2,67.8141974767049,0,46.789827267814
6,1,3,67.2644755563071,0,54.585874590819
6,1,2,67.5471617380778,0,32.0679524621664
6,1,3,67.0786369678586,0,39.9806982607552
4,1,1,68.1874408387301,1,56.2439023398329
4,1,2,68.484779993693,0,54.6261651201639
4,1,3,67.5957142585932,0,62.2597779358621
4,1,4,69.2174185149524,0,48.6968022613437
4,1,1,67.773635763871,0,54.7805506566365
4,1,2,68.0173008600871,0,52.8175609612663
4,1,3,67.3787358749745,0,60.5226398884552
4,1,4,69.2157270470444,2,46.7218471944507
3,1,1,67.8446335708886,1,22.7166043422112
3,1,1,68.2811794615628,0,57.0164536257507
3,1,2,67.908785756429,0,55.5051973756636
3,1,3,67.1912681446519,0,62.9957603209768
3,1,4,69.2415767591827,1,49.374954398314
2,1,2,67.8349829673767,0,44.7441674074944
2,1,3,67.7369894426922,0,51.563694616154
2,1,4,69.2443856219856,1,37.9639845920756
2,1,3,67.5290419112804,0,39.7200542666978
2,1,4,69.2741856477699,0,26.0929001548648
0,1,1,67.8996859767981,1,56.0532638193981
0,1,2,68.2754077911377,0,54.4129158126598
0,1,3,67.4878487697868,0,61.9394917605387
0,1,4,69.3056195317482,2,48.3882122728392
23,7,1,68.8234819780316,0,21.943695356189
23,7,1,68.3003773605614,0,44.4698066111814
23,7,3,67.9685879640801,1,50.9559760605844
23,7,4,69.357782480668,1,36.8063658286337
22,7,1,68.6119424920333,2,55.56812325379
22,7,2,68.8451898574829,0,53.4994075959839
22,7,3,67.7540084927581,1,61.0429608660343
22,7,4,69.3810589848732,0,47.4920801366097
22,7,1,69.0525042885228,2,33.6001731137803
22,7,3,67.8100922163143,0,39.3774549311493
21,7,1,68.212290897704,1,33.1465950448182
21,7,4,69.441217150007,1,26.0266237831383
21,7,1,68.9677291334721,1,44.5757196287959
21,7,3,68.0844925281613,0,50.490005131076
21,7,4,69.3971869021046,3,37.704710330574
20,7,1,68.9175281190036,2,47.3428446740872
20,7,2,68.6961157798767,0,46.5381571540638
20,7,3,67.8639341176942,0,53.5636717734014
20,7,1,68.5057105348821,2,44.9426497319146
20,7,3,67.5725633488145,0,50.8331713719308
20,7,4,69.3260316654127,3,38.0129188652572
19,7,1,69.1616018864146,1,45.7596344429476
19,7,3,68.0347554850024,0,51.0846330525819
19,7,4,69.2953038118324,1,38.2889574345318
19,7,3,67.8355864591377,1,27.88833813565
18,7,1,68.5580016019051,2,58.5477443806885
18,7,2,68.0371076583862,0,56.3284413131478
18,7,3,67.6554314369379,0,64.2560660150484
18,7,4,69.3033072023976,2,51.4023873693368
18,7,1,68.856066519754,0,59.3059791896667
18,7,2,68.8606240908305,0,57.5657309749804
18,7,3,67.7510879427888,1,65.4471549208683
18,7,4,69.3598978470783,6,52.5493244664394
17,7,1,68.3080653140419,0,47.0351277798181
17,7,3,67.8742898896683,0,52.9999010629836
17,7,4,69.3022808152802,2,40.2233528448851
17,7,1,69.0129279421087,1,46.7008793606801
17,7,3,67.8529944752538,0,52.5263074712857
17,7,4,69.3321070768395,0,39.6090483996231
16,7,1,68.3432447533858,2,56.7195876256155
16,7,2,67.8666168212891,0,54.6300896463508
16,7,3,67.6421363741853,0,62.4837144217163
16,7,4,69.2995837464624,6,49.6122635062784
16,7,1,68.7000597903603,2,33.5778765051655
16,7,3,67.8693551795427,0,39.1091816580883
