weekday,hour,occupancy,humidity,power
1,13,2,55.8162803649902,119.182029248739
1,13,2,58.6896667480469,124.436758219352
1,13,2,59.0468215942383,118.685248934111
1,13,3,54.9891910552979,124.473665756988
1,13,4,36.2292995452881,110.512794793904
1,14,0,55.1019344329834,122.013049991918
1,14,0,55.3299903869629,117.059538336674
1,14,0,55.6983489990234,117.736774412973
1,14,0,56.3580360412598,117.716171390057
1,14,1,36.8419361114502,109.53202886181
1,14,1,53.6629257202148,131.640567643568
1,14,1,54.9356727600098,121.701231156097
1,14,1,54.9443206787109,121.965127368603
1,14,1,55.6195373535156,116.649453871505
1,14,2,53.2485027313232,125.563500030199
1,14,2,56.0298442840576,134.93253599797
1,14,2,56.8747940063477,123.537105496915
1,14,2,59.3714542388916,120.358927010122
1,15,0,33.9579658508301,106.956620486744
1,15,0,54.0707149505615,122.331392910884
1,15,0,54.774808883667,122.628690926824
1,15,0,55.2232894897461,122.772632882523
1,15,0,56.8817272186279,119.897879790544
1,15,0,56.8817272186279,123.646293865342
1,15,1,53.3599014282227,125.880332516361
1,15,1,54.4815044403076,123.474536554684
1,15,1,54.6389427185059,118.692513263784
1,15,1,54.9326686859131,119.994797151041
1,15,1,55.3906917572021,118.445019675826
1,15,1,56.8852939605713,117.162141692737
1,15,1,56.8852939605713,119.106230094912
1,15,1,57.8554534912109,125.590978735796
1,15,2,52.9212207794189,125.25103327274
1,15,2,53.5141124725342,120.822422108118
1,15,2,54.3180332183838,125.002106463624
1,15,2,56.8747940063477,125.842537971243
1,15,3,37.0711212158203,114.632852594747
1,15,3,54.5180053710938,128.093671543349
1,15,3,59.3714542388916,121.016025132907
1,15,4,54.2859802246094,129.939880494174
1,15,5,59.3714542388916,119.905357979005
1,15,6,34.1088371276855,114.197717384232
1,16,0,52.5905857086182,127.948478567909
1,16,0,53.0476779937744,126.863457200903
1,16,0,55.1729717254639,135.85751531829
1,16,0,56.8852939605713,116.273873414815
1,16,0,56.9595756530762,121.9173859437
1,16,0,57.0361766815186,121.277808158426
1,16,1,34.1849346160889,110.525960838044
1,16,1,52.3632621765137,129.216972900584
1,16,1,54.1600284576416,123.416050926142
1,16,1,54.2261428833008,127.384259917511
1,16,1,56.7327175140381,117.531267950806
1,16,1,59.4467430114746,120.571938310168
1,16,2,53.7227993011475,133.719228538073
1,16,2,53.7567939758301,124.837171027728
1,16,2,54.6676082611084,123.537511185918
1,16,2,54.7019863128662,123.298414185527
1,16,3,53.9953899383545,123.75973815145
1,16,5,53.279935836792,122.261355701339
1,16,5,57.8554534912109,125.450957999099
1,16,5,59.3719482421875,121.230599914008
1,17,0,52.4576187133789,124.943895140139
1,17,0,52.8757839202881,124.439436640008
1,17,0,53.9568290710449,124.419861409755
1,17,0,54.1459197998047,123.056639124756
1,17,0,55.8791389465332,117.232366061682
1,17,0,56.7304935455322,116.90715542814
1,17,0,58.9653854370117,118.474175583571
1,17,1,53.9242534637451,124.343187963794
1,17,1,57.0361766815186,122.972635865648
1,17,1,57.0361766815186,123.844019429904
1,17,2,53.2672500610352,130.121510122903
1,17,2,54.9298934936523,137.292161284247
1,17,4,53.0319576263428,124.084068005293
1,17,4,53.9983081817627,123.903022636281
1,17,5,34.6402549743652,115.988504475885
1,17,7,52.2133102416992,128.756430801994
1,17,7,59.1454010009766,120.48689625127
1,18,0,59.1552181243896,118.896010907629
1,18,1,52.3464107513428,125.199346017878
1,18,1,53.9945373535156,124.471454648272
1,18,2,53.13796043396,122.486959623435
1,18,2,54.8614807128906,118.942917349021
1,18,2,57.1107006072998,122.327359306742
1,18,3,53.7874889373779,122.565041681897
1,18,3,54.7821159362793,121.281726132205
1,18,3,56.0295257568359,119.07032878336
1,18,4,35.4001045227051,111.458163424279
1,18,4,53.0248889923096,129.465546026826
1,18,4,57.0870494842529,125.744406577665
1,18,6,51.9122619628906,128.247812125832
1,18,6,51.9122619628906,128.503459869913
1,18,6,57.0123844146729,128.788461750315
1,18,9,34.8653545379639,113.108929822571
1,18,10,53.6338768005371,121.173348716722
1,18,10,59.1473503112793,120.60930272183
1,18,13,59.2223739624023,120.084238484327
1,19,0,53.6635417938232,121.085038886871
1,19,0,56.9371719360352,127.968826982513
1,19,1,53.3039608001709,124.590982876456
1,19,1,53.585823059082,123.036802812014
1,19,2,51.8369522094727,126.037244923471
1,19,3,35.4003601074219,117.709460117592
1,19,3,51.6819438934326,125.140583664121
1,19,3,52.3300247192383,123.118864209246
1,19,3,53.7637367248535,124.561739591503
1,19,4,51.8145809173584,125.014012563071
1,19,4,53.5593738555908,121.053635058051
1,19,5,53.6081275939941,124.014554691559
1,19,6,56.7844295501709,125.629448900232
1,19,7,56.7252769470215,126.459496035764
1,19,10,35.7049770355225,111.465406375122
1,20,0,52.0169410705566,124.253744510817
1,20,0,53.5033283233643,121.452355204936
1,20,0,55.1850852966309,123.532455833978
1,20,1,52.4124050140381,129.601363599737
1,20,1,54.0372352600098,124.934650165465
1,20,1,54.5451316833496,136.732160406886
1,20,1,55.4150218963623,121.363288994413
1,20,1,55.5636501312256,118.737378472433
1,20,1,57.1888294219971,121.780296154961
1,20,1,58.8540554046631,117.935547614674
1,20,2,51.8858833312988,120.745416266931
1,20,2,52.9980812072754,125.103825746832
1,20,3,52.6532592773438,126.466839779663
1,20,3,53.4554538726807,126.688503439713
1,20,4,52.1715850830078,123.008878993161
1,20,4,53.0211429595947,121.800552879751
1,20,4,56.5580921173096,124.461158388731
1,20,5,36.0120067596436,112.591756438429
1,20,5,58.9195117950439,119.310754619801
1,20,6,33.8745174407959,114.600007616798
1,20,7,36.3111038208008,114.720648537739
1,21,0,53.0466632843018,125.460668865271
1,21,0,54.0678424835205,139.429064409225
1,21,0,54.9620780944824,120.348712397012
1,21,1,52.8441314697266,130.532440567418
1,21,1,57.3407325744629,125.310375047004
1,21,1,58.6766338348389,118.813386226859
1,21,2,33.798849105835,117.363695741515
1,21,2,52.7686920166016,125.199368964473
1,21,2,55.3397026062012,118.513166021963
1,21,3,51.5239372253418,123.639984710258
1,21,5,52.9092979431152,125.33668701729
1,21,5,54.2486209869385,127.108549304598
1,21,5,56.1001110076904,124.272019982105
1,21,7,36.6873455047607,110.127848606295
1,21,7,54.3303203582764,125.785716305196
1,21,8,53.0600032806396,124.004490134714
1,21,9,52.7877254486084,122.243368531577
1,22,0,51.2996368408203,126.39647194909
1,22,0,52.3006534576416,142.821167804446
1,22,0,52.6600036621094,126.983145026985
1,22,0,52.8432369232178,132.045954972331
1,22,1,51.1485042572021,126.412740725034
1,22,1,52.6879291534424,128.532519104163
1,22,1,53.9162769317627,140.170753232698
1,22,1,54.8868808746338,122.274033127585
1,22,1,58.6922359466553,121.668759387831
1,22,2,33.4971027374268,119.103614739724
1,22,2,54.11448097229,126.961179564503
1,22,2,56.1769351959229,128.760547622194
1,22,3,33.5717163085938,110.634034292103
1,22,4,50.4486694335938,133.417191005778
1,22,5,57.2655067443848,141.786874557118
1,22,6,50.8372554779053,128.809537928493
1,23,0,51.5013847351074,124.846755103412
1,23,0,51.811731338501,123.284363651037
1,23,0,52.3563785552979,137.69352800565
1,23,0,52.8272743225098,138.918723469804
1,23,1,38.2956790924072,113.567668564385
1,23,1,52.3837966918945,130.606273225654
1,23,1,52.3837966918945,130.645203028311
1,23,2,56.1049213409424,130.137317554734
1,23,3,51.5828704833984,124.423188504879
1,23,3,51.6531448364258,143.537310823158
1,23,3,55.9515991210938,127.208252906392
1,23,4,53.6792449951172,142.730673726386
1,23,4,55.6441478729248,126.687548815913
2,0,0,52.2760791778564,121.835711360007
2,0,1,52.8351535797119,123.521794888657
2,0,1,53.7992820739746,127.834916658176
2,0,1,54.8504123687744,120.651921553712
2,0,2,51.2454986572266,130.753651418025
2,0,2,51.7181739807129,120.102008885966
2,0,2,51.9608707427979,123.952121984184
2,0,3,53.0003566741943,138.744221216853
2,0,3,54.5553283691406,127.016881486925
2,0,4,34.1762523651123,111.401776291517
2,0,5,55.6441478729248,125.872188776266
2,1,1,52.043981552124,122.259660862124
2,1,1,52.4268760681152,120.759041125159
2,1,1,52.5825157165527,122.471076592017
2,1,2,51.7284145355225,123.040058217885
1,7,1,54.5495071411133,123.313003162359
1,7,1,55.3535442352295,121.367046277912
1,7,1,55.5673637390137,122.202093893982
1,8,0,34.1825408935547,114.221800635569
1,8,0,54.2299137115479,119.000312870397
1,8,0,54.4185657501221,123.400720007718
1,8,0,54.7842750549316,123.42872805809
1,8,0,55.874828338623,122.62102876688
1,8,0,55.9041919708252,124.19087640036
1,8,0,58.6890525817871,128.06202006925
1,8,0,58.9232788085938,131.157298572332
1,8,1,54.1434288024902,125.058032518951
1,8,1,54.4185657501221,124.056506088586
1,8,1,54.4850215911865,119.005871847883
1,8,1,54.961124420166,122.34715635085
1,8,1,55.6448211669922,122.394348655565
1,9,0,53.3742389678955,124.052514665236
1,9,0,53.4842796325684,119.417260707152
1,9,0,53.9406051635742,120.331392801716
1,9,0,54.7146606445312,118.398798476934
1,9,0,54.727108001709,121.955148886947
1,9,1,54.3714504241943,124.42967043657
1,9,1,54.3714504241943,124.964520067355
1,9,1,54.5303497314453,117.936124140339
1,9,1,55.4117050170898,122.658433803328
1,9,1,55.4436626434326,121.322499006899
1,9,1,56.0342960357666,125.900178260606
1,9,1,58.316234588623,120.868616283464
1,9,1,58.6140365600586,128.068404956517
1,10,0,53.5602893829346,118.885188768036
1,10,0,53.72265625,123.331672213943
1,10,0,54.9428310394287,119.111474071076
1,10,0,55.089334487915,121.199708121043
1,10,0,55.6006832122803,124.768478764454
1,10,0,55.6716613769531,119.830213012989
1,10,0,56.1992797851562,119.149941130483
1,10,1,54.802225112915,126.476115065452
1,10,1,56.107400894165,121.598330044275
1,10,1,56.1296367645264,123.610411052941
1,10,1,58.7734146118164,121.331925029255
1,10,2,33.1203804016113,114.277412562195
1,10,2,55.2406120300293,122.412978143082
1,11,0,53.7502899169922,125.97319978723
1,11,0,55.1691780090332,121.506962350628
1,11,0,56.2809238433838,124.920544764871
1,11,0,58.9979610443115,121.208932832698
1,11,1,34.9378128051758,116.32579273454
1,11,1,53.7983627319336,119.182475985377
1,11,1,54.3269786834717,121.624938155088
1,11,1,54.8798141479492,123.116771229601
1,11,1,54.9555034637451,121.06758539725
1,11,1,55.3147373199463,118.607353870873
1,11,1,55.3909339904785,116.992646681261
1,11,1,55.6716613769531,119.904162737104
1,11,1,55.8243961334229,116.94150233359
1,11,1,56.3378963470459,126.927504386666
1,11,1,56.5809173583984,115.914604807826
1,11,2,53.978199005127,123.918246160785
1,11,2,58.6892776489258,126.999221655016
1,12,0,54.7650089263916,124.863628026476
1,12,0,55.0630874633789,118.769654406875
1,12,0,55.4694900512695,118.815770274377
1,12,0,55.6221446990967,120.425244299462
1,12,0,55.9808158874512,117.53414183305
1,12,0,56.4088554382324,119.265317801561
1,12,0,56.4863376617432,117.724858963396
1,12,0,56.6430358886719,133.590798247023
1,12,0,58.7411499023438,117.692952356068
1,12,0,59.1473369598389,118.514882081101
1,12,1,55.4780235290527,117.492669026862
1,12,1,55.5437316894531,117.037125877599
1,12,1,56.1329193115234,118.026074994006
1,12,1,56.655876159668,119.184494223737
1,12,2,33.1203804016113,116.673121629836
1,12,2,56.0261039733887,119.762427936425
1,12,2,59.1473369598389,119.050190100097
1,13,0,54.6829147338867,119.458873800177
1,13,0,56.0865859985352,119.873812296282
1,13,0,56.2832298278809,117.196074877807
1,13,0,56.2832298278809,117.638210537611
1,13,0,56.7199172973633,123.938953541598
1,13,0,56.8089694976807,118.582908053591
1,13,0,59.2992324829102,119.248153537104
1,13,1,54.7060585021973,119.693022082909
1,13,1,55.4800148010254,117.484753553523
1,13,1,56.8089694976807,119.034319618309
1,13,2,53.6390438079834,122.68710625128
